text,label
😂😂😂😂😂دهنمون سرویس پس فردا ک جمعه اس😂😂😂,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
میخوام چهل و چند ثانیه شما روبه تماشای این #ویدیو دعوت کنم...#امام #حضرت_آقا,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
دیگه #فیلترشکن ها هم از کار افتادند.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
فردا رود طغیان شور افکندر دریا می‌خوابدخورشید از شرق سوزان میرویدبر دریا می‌تابد,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
کاش بچگیمو بیشتر یادم بود,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
ما همیشه داریم گوش میدیم به حرفات.مثل همین الان کهداره پخش میشه.قطعا وقتی حست توی تِرکه بعده یه مدت میتونی توی ذهن ما پیداش کنی,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
"خودت که راحت بیخیالم شدی,خیالت را چه کنم که بیخیالم نمیشود...#","0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
"
فرض بگیرید بجای تجاوز سه مرد به یک دختربچه ۵ساله افغانستانی در خمینی‌شهر، سه مرد افغانستانی به یک دختربچه ۵ساله ایرانی تجاوز می‌کردند، اونوقت بود که فاشیست‌های وطنی خاک توییتر رو به توبره می‌کشیدند و از خباثت و نژاد پلید افغانستانی‌ها می‌نوشتند و شعارهای نژادپرستانه سر می‌دادند!,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
آرزوی سلامتی برات دارممنم درگیر بودمروحیتو قویتر از همیشه نگه دار,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
یه وقتایی اونقدری سعی میکنی ظاهرتو حفظ کنی که حتی خودتم باورت میشه: خوشبختی از رو دیوار هی داره سرمیکشه تو خونه 😟😔,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
که عکسا صدا ندارن هان؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تبلیغات پربازده توسط شما دیگه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
يِك لحظه خوابُم برده بود,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تلخ و‌تکان‌دهنده: فیلم ارسالی به مسیح علی نژاد در مورد افشای تجاوز گروهی به شانزده دانش‌آموز در مدرسه ای در غرب تهران و‌خشم خانواده ها. متجاوز آقازاده است می‌خواهند پرونده را مختومه کنند. فیلم‌ها و مستندات بیشتری رسیده منتشر میکنم #تجاوز_به_دانش‌آموزان,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
منشن کنید:)من تازه از تیمارستان درومدم که عاشق یه گوسفند شدم...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
رسول خدا (صلی الله علیه و آله خداوند،فرشته ای داردکه موقع هر نمازی صدا می زند: ای انسان ها!برخیزید و آتشهایی را که با دست خودتان روشن کرده اید را با نمازخاموش کنیدنهج الفصاحه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
هر فیلترشکنی ک استفاده میکنم زود قطع میشه ، عه اینم شدزندگی):درسته هر فیلترشکنی سریع قطع میشه ولی اسنپ رو ازش دان کردم به این میگن زندگی(:,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
چه طوو میتونییی اون تیکه سیب گاز زده با رم مقایسه کنی...ب خدا که تو مسلمون نیسی=)))))),"0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
"
خدا حفظشون کنه سلامت باشن,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
برندسازی در #اینستاگرام، آنچه لازم است بازاریاب‌ها بداننددر #ایران‌ادز بخوانید:,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
کاش بشه مخ رو در آورد سیم هاشو کشید واس یه شب هم شده مغز رو از جانک فایل خالی کرد,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
آخه جمهوی؟؟ حواستو جمع کن بابا,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
خود‌آگاهی به فنا رفت,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
ولی کاری به تکراری بودنش ندارن، اونم میشه سالی دو سالی یکبار تازه مانتویی ها وزن کم بشه زیاد بشه هر اتفاقی که بیفته اول روی طرز پوششون تاثیر میزاره بعدا روی بدنشون چادوریا نه میگن زیر چادره حساس نیستند😜,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
اون مرحله اول قفل واسه همشون قفلش باز میشه ولی هر مرحله لول آپ میشه :)),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
داداش خونه ما نیست:)),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
بچه ها پیداش کردم، پیداش کردم بچه هایکی از شعرهام ک سال ۲۰۱۴ سرودمش و امشب بطور اتفاقی تو صفحه فیسبوکم پیداش کردم...چون مناسبت داشت و خیلی ام دوسش داشتم، گفتم شما هم این شعرم و بخونید و انرژی +تی بگیرید.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
منم مثه توو ساس شدم🙂ذوووق داشتمنزدیک ۲۰۰تایی شدن بودم هق😭😭,"0. 1. 0. 0. 0. 0. 1. 0. 0. 0.
"
و تنهایی من شبیخون حجم تو را پیش بینی نمی کرد,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
امروز دو نفر جلوی من ۱۲۰ دقیقه نقش همدیگه رو در کلّه‌پا کردنِ من افشا کردن تا خایه‌مالی کنن یا شاید منو بخرن یا هرچی...من؟ تخمم نبود و حتی گفتم که ناراحت هم نیستم و تاکید کردم که شگفت‌زده هم نشدم. داستان این نیست که پوزیشن پیامبری گرفتم داستان اینه که دیگه تقریبا کلا به تخمم.,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
راستی کجاش مونده که دنبالش نگردیم,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
پيكر بي جان آيلان بر سواحل مديترانه، بهت عمران از دستان خونيش، يا حس چشمهاي آتنا لحظه مرگ... فرقي نمي كند بچه ها هميشه قربانيهاي خوبيند، نه حرف ميزنند نه دفاع ميكنند در جهاني كه كسي مراقب بچه ها نيست,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
😭😭😭😭پروردگارا به محمد و آل محمد قسمت می دهیم ما را بمیران از دست این نوابغ نجات بده,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
ان شالله که حل میشه..😔,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
چرا فقط به من میگی به اون بگو کیرشو ببره اون ور,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
یه نفرم نداریم بشقابمونو باهاش ست کنیم 😍,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
یعنی میخوای امامت مائو رو زیر سوال ببری؟؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
گوش چپم سوت میکشهخرافه میفرماید یکی داره درموردم حرف میزنه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
هنو نیومده که ولی عکسشو گذاشتم تو منشنا*_*,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
ریشه این تنفری که ما از سپاه تروریست داریم برمیگرده به غیرمردمی بودنش.همین#errorists#ranegimehange,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
چه عالی اتفاقا خیلی دوست دارم ببینم مرسی عزیزم از توضیحاتت❤️😍,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
این کصشرا کین نیارید تو تایملاین,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
درد و بلات بخوره تو سر نامداري!!!,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
همین که نوشته رو گوش میدی مشخصه از نسل خیلی‌دانها هستیدداغانها,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
از آقای دزد و جاسوس و ذوب شده در ولایت خواهش می‌کنم #گزارش_مديريت٩ساله را هرچه زودتر منتشر کند. باتشکر فراوان مرگ خواه شما انتهای تلخ خیار,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
تمپلت بی کیفیت دانلود کردم اه.,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
اخ خدا که چقدر حالم بده.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
۲- عکس پروفایل کاربر رو هم به سادگی میتونید از روی عکس پروفایل شخص در تلگرام بردارید.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
اونطور که تو کامنت ها دیدم فقط خانم ها باهش مشکل دارن...,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
روز جمهوری اسلامی، اولین قدم در راه تحقق حکومت اسلامی امام زمان(عج) است#نظام_مردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
نه، چون اخلاق نداری :(,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
با توجه به موارد گفته شده و بسیاری از موارد مرتبط با این موضوع میتوانیم بخوبی درک کنیم که نوروز یک جشن پاگانی و بیانگر ایجاد نظم نوین جهانی و برپایی حکومت های قانون است.به طور خلاصه این جشن بردگی انسانها بدست یهودیان بی پدرمادر است چه مسلمان چه یهودی یا مسیحی«لعنت بر تمامی آنها»,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
خخخخخخ مبارک باشه خانوم دکتر,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
+نسبتتون چیه؟-معلم پرورشی و دانش آموز هستیم+خب اشکال نداره برید تو نمازخونه کارتونو بکنید#تجاوز_به_دانش‌آموزان #گشت_نسبت,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
شدم به توعاشق خطا که نکردم تورا به غم خود رها که نکردمبرای دل تو چه ها که نکردم شدم به تو عاشق.,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
چون دایرکتم لیمیت شده . از بس اون پیام منتشر شده که فعلا نمیتونم پیام بدم,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
مولانا همیشه قشنگ می‌گه.دلایاران سه قسمند گر بدانیزبانی‌اند و نانی‌اند و جانیبه نانی نان بده از در برانشمحبت کن به یاران زبانیولیکن یار جانی را نگه دارِبه پایش جان بده تا می‌توانی,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
خیلی خفنه واقعا... لیاقتشو داشت ک خیلی بیشتر دیده بشه 💔,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
فكر اعصاب مارو هم بكنيد بخدا من دارم سكته ميكنم,"0. 0. 0. 0. 0. 0. 1. 1. 0. 0.
"
دوستان انقلابیاگر از تماشای این عکس باوجود اطلاع از حرفهای خانم #سحرمهرابی خوشحالید یعنی به آرمانهای #انقلاب معتقدید. اگر آشفته‌اید و ناراحت یعنی شبیه اصولگراهاو اصلاحطلب‌هایی شده‌اید که نفع شخصی وجناحیشان براصول و ارزشهایشان مقدم است.#ازادي هم آرمان انقلاب ما بود.#سحر_محرابی,"0. 0. 0. 0. 1. 0. 0. 0. 1. 0.
"
صدای #سهیل_عربی باشیم، زیرا که به او، همسرش و فرزندش خیلی ظلم‌ شده است.چند باری به دیدار خانواده ایشان رفتم و از نزدیک شاهد دردهای این خانواده بودم.من به چه امیدی زنده ام؟زنده بودنم چه تاثیری دارد وقتی می دانم نمی توانم برای این خانواده کاری کنم؟ #aveoheil,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
در ورودی چشماش که میرسه به روحش,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
ینی روزی چن بار باید سلام نظامی بده؟من مطمعنم فرمانده عاشق یول شده چون یولا خیلی مهربونه کیوته باادبه #엑소 #시우민,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
من که می دانم شبی،عمرم به پایان می رسدنوبت خاموشی من، سهل و آسان می رسد پس چرا؟!پس چرا عاشق نباشم؟!پس چرا عاشق نباشم؟!#فریاد_عاشق,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
به آرزوهایم ،قول رسیدن دادم...,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
وز چشم من بیرون مشو ای شعله ی تابان منهفت آسمان را بردرم وز هفت دریا بگذرمچون دلبرانه بنگری در جان سرگردان منبی پا و سر کردی مرا بی خواب و خور کردی مراسرمست و خندان اندرآ ای یوسف کنعان من,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
منم موافقم،بهتر بود با اکانت واقعی حرفتون رو میزدید و ای کاش یه احتمال میدادید که عوض شدند و ابروشون رو نمیبردید ( هرچند هنوز برام قبولش سخته که اینکار رو کرده باشن),"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
خوابم نمیبره ولی خوابم میاد ودف,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
روز تولدم من ادم خوشحالی نیستم,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
بچها توی توییتر لینک دارن که برات بفرسن,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
برای کسی که «نمی خواهد بفهمه»صحبتهای ظریف چیزی به دانش و آگاهیش اضافه نمیکنهدرست فرمودید,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
مارو با خاطره هاتون تنها نذاریدنذارید بگا بریم با مرور کردنشون,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
بهترین عکسشون و جفتشون عالین🥰🥰 و ادایی که مرصاد در آورده واقعا بامزست🥰🥰🥰,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
تو ژاپن کسایی مشهور میشن که نبوغ و اختراع بیش‌تری دارند حالا تو #ایران هر کی احمق‌تر باشه مشهورتره ، شما کافیه یه نگاهی به #اینستاگرام بندازید متوجه میشید نبرد سختیه برای کسب شهرت بر پایه حماقت,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
